# Bootstrap Baseline for Script Doctrine
# This is the frozen baseline of legacy violations.
# DO NOT edit this file to add new violations.
# New baseline entries require a separate reviewed process.

# Provenance metadata
# baseline_commit=50e6975e2a599c99dd8825e8557edec677d60406
# loc_algorithm=logical-shell-v1
# Fields: path, baseline_loc, python_invocation_count

# Columns: path, baseline_loc, python_invocation_count
# - path: relative path from repository root
# - baseline_loc: maximum allowed logical LOC (0 = any size, only for non-shell)
# - python_invocation_count: number of Python invocations in the file
#   For shell files, this must be the exact count - growth is forbidden.
#   For CI workflows and Makefiles, this must be the exact count - growth is forbidden.

# This baseline is independent of script-inventory.csv and cannot be mutated
# by adding new migration-required rows.

# CI Workflows with Python invocations (exact count required)
scripts/uvb76_artifact_secret_hygiene/__init__.py,0,0
scripts/uvb76_artifact_secret_hygiene/inventory.py,0,0
scripts/uvb76_artifact_secret_hygiene/main.py,0,0
scripts/uvb76_artifact_secret_hygiene/ownership.py,0,0
scripts/uvb76_artifact_secret_hygiene/registry_loader.py,0,0
scripts/uvb76_artifact_secret_hygiene/registry_validation.py,0,0
scripts/uvb76_artifact_secret_hygiene/rules.py,0,0
scripts/uvb76_artifact_secret_hygiene/scanner.py,0,0
scripts/uvb76_artifact_secret_hygiene/structured_scanner.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/__init__.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/bounds_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/go_parser_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/malformed_fixture_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/mutation_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/ownership_mutation_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/ownership_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/positive_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/projection_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/registry_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/safety_tests.py,0,0
scripts/uvb76_artifact_secret_hygiene/tests/self_test.py,0,0
scripts/uvb76_capture_state_contracts/__init__.py,0,0
scripts/uvb76_capture_state_contracts/check_makefile.py,0,0
scripts/uvb76_capture_state_contracts/constants.py,0,0
scripts/uvb76_capture_state_contracts/inventory.py,0,0
scripts/uvb76_capture_state_contracts/json_normalize.py,0,0
scripts/uvb76_capture_state_contracts/line_limits.py,0,0
scripts/uvb76_capture_state_contracts/reporting.py,0,0
scripts/uvb76_capture_state_contracts/runner.py,0,0
scripts/uvb76_capture_state_contracts/self_tests.py,0,0
scripts/uvb76_capture_state_contracts/skip_allowlist.py,0,0
scripts/uvb76_capture_state_contracts/status_contract.py,0,0
scripts/verify_cli_boundary_bypass.py,0,0
scripts/verify_cli_composition_inventory.py,0,0
scripts/verify_cold_resume_checkpoints.py,0,0
scripts/verify_cold_resume_checkpoints_fixtures.py,0,0
scripts/verify_effect_boundaries.py,0,0
scripts/verify_frontend_test_hygiene.py,0,0
scripts/verify_idle_staircase_artifact.py,0,0
scripts/verify_idle_staircase_native_heartbeat_smoke.py,0,0
scripts/verify_linux_read_boundary_bypass.py,0,0
scripts/verify_manifesto_axiom_coverage.py,0,0
scripts/verify_memory_attribution_matrix.py,0,0
scripts/verify_memory_budgets.py,0,0
scripts/verify_memory_budgets_ci.py,0,0
scripts/verify_memory_budgets_ci_tests.py,0,0
scripts/verify_memory_budgets_leak_slope_ci.py,0,0
scripts/verify_memory_budgets_leak_slope_helpers.py,0,0
scripts/verify_memory_budgets_leak_slope_long_window.py,0,0
scripts/verify_memory_budgets_leak_slope_long_window_tests.py,0,0
scripts/verify_memory_lab_artifact.py,0,0
scripts/verify_memory_lab_artifact_tests.py,0,0
scripts/verify_memory_lab_config.py,0,0
scripts/verify_memory_matrix_workflow_shape.py,0,0
scripts/verify_memory_ownership_inventory.py,0,0
scripts/verify_no_doconly_regression_tests.py,0,0
scripts/verify_opkg_package.py,0,0
scripts/verify_repo_local_memory.py,0,0
scripts/verify_repo_local_memory_fixtures.py,0,0
scripts/verify_shell_containment.py,0,0
scripts/verify_shell_containment/__init__.py,0,0
scripts/verify_shell_containment/cli.py,0,0
scripts/verify_shell_containment/loader.py,0,0
scripts/verify_shell_containment/model.py,0,0
scripts/verify_shell_containment/rules.py,0,0
scripts/verify_shell_containment/selftest.py,0,0
scripts/verify_state_transition_register.py,0,0
scripts/verify_tovarisch_idle_heartbeat_smoke_workflow.py,0,0
scripts/verify_tovarisch_status_contract.py,0,0
